,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
2922,FDX09,OUT045,2880.7974549641995
2923,FDT31,OUT010,547.0686041424706
2924,FDI24,OUT049,2958.010383449554
2925,FDY09,OUT045,2872.5416764964525
2926,FDV28,OUT045,791.8928679560827
2927,DRM47,OUT049,3227.2159659294794
2928,FDT52,OUT019,735.3165426840574
2929,FDI48,OUT018,729.9314266349757
2930,FDY55,OUT017,3946.159013692813
2931,FDU48,OUT013,2091.5977647418567
2932,FDN25,OUT045,832.6730576303819
2933,FDP20,OUT049,2093.812118414892
2934,FDJ15,OUT013,3120.6769119217524
2935,FDD04,OUT018,1866.3862924027155
2936,FDY58,OUT045,3669.8079699480254
2937,FDR37,OUT018,2857.1453257439084
2938,FDF44,OUT013,2080.5734331139065
2939,FDD32,OUT045,1316.4156654880926
2940,FDR57,OUT017,2501.8633635838396
2941,DRG39,OUT027,1715.2946329000897
2942,FDX15,OUT017,2506.536934421098
2943,DRN37,OUT045,2626.560090404421
2944,FDW40,OUT027,3414.2636810542504
2945,FDB32,OUT049,1505.2369090208313
2946,FDM40,OUT018,2011.4609797478695
2947,FDE39,OUT027,3157.3011189905205
2948,DRH49,OUT017,1337.0914401836908
2949,FDT46,OUT049,816.5866074281573
2950,NCF06,OUT035,4062.619425557599
2951,FDP07,OUT017,3228.6122839508025
2952,FDC04,OUT013,3910.658409870824
2953,FDZ32,OUT017,1621.4467143533686
2954,FDD50,OUT045,2768.674213898037
2955,FDU56,OUT017,3130.8780242573966
2956,FDV34,OUT017,1149.9072312081987
2957,NCY41,OUT013,811.822950974981
2958,NCK18,OUT046,2667.342462034105
2959,DRH25,OUT049,847.0500947806197
2960,FDT57,OUT046,3920.922634205154
2961,FDV56,OUT018,1508.528346282546
2962,FDV12,OUT045,1602.6733704722433
2963,FDN52,OUT017,1437.9941120913113
2964,FDX38,OUT035,817.1362658502505
2965,FDE47,OUT018,1750.6728642748296
2966,NCO07,OUT013,3502.7248975159123
2967,FDV09,OUT027,4014.9390909862136
2968,FDZ23,OUT019,539.9679559671695
2969,DRH51,OUT018,1241.9942965349314
2970,NCY54,OUT045,2877.3085946567153
2971,DRG49,OUT013,3931.9546417088573
2972,NCC19,OUT049,3224.6721363011766
2973,NCV53,OUT045,3872.1080472455733
2974,FDZ47,OUT019,276.91929510702835
2975,NCO26,OUT018,1604.3030810098405
2976,NCP02,OUT045,1039.1963997463542
2977,NCW30,OUT018,3533.7582243848133
2978,NCN55,OUT046,3943.690665519307
2979,FDB20,OUT010,109.69852947873824
2980,DRL11,OUT013,2495.821422744626
2981,DRD60,OUT045,3067.2108809805986
2982,FDW14,OUT010,212.49415412303665
2983,FDL27,OUT010,67.21596615348699
2984,FDU09,OUT018,749.7094039670596
2985,DRH36,OUT027,2146.7051619969284
2986,FDP34,OUT027,3969.935454867272
2987,FDE04,OUT017,2973.875404152189
2988,FDZ57,OUT027,3406.213810392956
2989,FDF02,OUT010,257.7619818201049
2990,FDG28,OUT045,3879.6082285115986
2991,NCI31,OUT046,817.6460797725802
2992,FDT43,OUT013,829.1441909706493
2993,FDU20,OUT046,1958.233031449402
2994,FDD53,OUT013,808.1361242771306
2995,FDW15,OUT045,2466.670455858029
2996,NCT53,OUT045,2623.071230096937
2997,NCG55,OUT027,2950.433390257411
2998,FDD48,OUT035,1915.6839038982725
2999,FDG47,OUT049,3943.690665519307
3000,FDI21,OUT017,1123.1044440400353
3001,FDT27,OUT017,3876.7088238817614
3002,DRO35,OUT013,1951.956579966075
3003,FDD33,OUT017,3847.1086217322418
3004,FDC04,OUT035,4066.1082858650825
3005,FDY34,OUT013,2657.592637040603
3006,DRJ49,OUT049,2091.395288259592
3007,FDE05,OUT049,2248.523105914351
3008,FDU31,OUT017,3515.971869364576
3009,NCN19,OUT027,5040.191656947471
3010,FDK56,OUT027,4927.190927563039
3011,FDK58,OUT017,1624.9355746608526
3012,NCJ42,OUT035,1715.992916591962
3013,FDZ34,OUT027,5023.980156577264
3014,FDA52,OUT018,2683.5907894527263
3015,NCR29,OUT013,846.3327051551194
3016,FDT48,OUT035,3481.643548546693
3017,DRJ51,OUT019,635.871139552836
3018,NCS54,OUT046,2959.0824136017372
3019,FDV01,OUT035,2580.712464793054
3020,DRG51,OUT027,4156.406929920506
3021,NCG42,OUT013,2092.66979489404
3022,FDA51,OUT049,1940.8542284069508
3023,FDV19,OUT010,416.43326761586013
3024,NCT18,OUT045,3058.171857813275
3025,NCS41,OUT045,3058.171857813275
3026,FDO03,OUT046,3739.4881574072856
3027,FDL12,OUT010,55.462220930266994
3028,FDY37,OUT010,380.14603956704514
3029,FDI58,OUT049,1501.190417901992
3030,FDT28,OUT018,2267.838810382699
3031,NCC42,OUT010,348.43853441656006
3032,FDO01,OUT017,2093.8327744186813
3033,FDJ02,OUT013,2238.258881580022
3034,FDQ04,OUT018,706.6274383687132
3035,DRL47,OUT013,2082.602863401382
3036,FDZ32,OUT035,1811.0098236662834
3037,FDC35,OUT035,3434.6228515963876
3038,FDX14,OUT045,1122.5616759088653
3039,FDZ35,OUT013,1618.2078358353833
3040,FDL14,OUT013,2491.1478519073676
3041,FDO04,OUT049,864.040642574723
3042,DRK11,OUT017,2505.8511364348424
3043,FDB44,OUT018,3195.5867057969394
3044,FDZ50,OUT049,3129.869106103899
3045,FDI12,OUT027,2423.729779448926
3046,FDU43,OUT017,3878.725884713126
3047,FDD58,OUT010,260.54941135808554
3048,FDB27,OUT017,3225.1234236433193
3049,FDB04,OUT018,1187.7621455590256
3050,NCO17,OUT013,1947.4544077742446
3051,FDL12,OUT017,996.7387002522769
3052,DRJ13,OUT049,2666.2704318819224
3053,FDD57,OUT045,1479.9290705566505
3054,FDW19,OUT035,1831.450132954731
3055,DRD27,OUT018,1405.4536271308439
3056,FDH27,OUT027,3617.50596580167
3057,NCW30,OUT027,5911.608820610487
3058,FDR40,OUT018,1188.8341757112087
3059,FDG05,OUT013,2493.5646820626685
3060,NCY41,OUT019,4.100448340892854
3061,FDI38,OUT018,3110.792173145656
3062,FDR20,OUT046,817.1010067689851
3063,FDE09,OUT017,1739.3639923419657
3064,FDN50,OUT019,256.41755781595907
3065,DRF27,OUT045,2464.6761957308518
3066,DRF51,OUT013,807.0640941249476
3067,NCO02,OUT019,84.00011796298031
3068,FDB51,OUT027,2031.4807520067066
3069,FDJ50,OUT013,829.1441909706493
3070,FDN52,OUT013,1325.8182976958637
3071,FDX14,OUT013,1191.2677095914285
3072,FDT27,OUT019,692.3257833476289
3073,FDV10,OUT013,804.0896331582917
3074,FDU33,OUT046,812.5401163093184
3075,FDU58,OUT046,3127.452275948598
3076,NCP42,OUT027,5042.208717778834
3077,FDL51,OUT027,5321.300376574423
3078,DRH15,OUT027,1531.7729684936207
3079,FDU16,OUT017,1336.5338093723353
3080,FDW15,OUT017,2502.2631329077763
3081,FDQ44,OUT045,1936.3303933955206
3082,NCI06,OUT027,4912.228461193517
3083,DRK23,OUT019,740.3410176486113
3084,FDC28,OUT035,1811.235372936213
3085,NCY17,OUT019,5.172478493075687
3086,NCV05,OUT018,2268.9108405348825
3087,FDM34,OUT019,353.118843196909
3088,DRD60,OUT027,4943.402427933246
3089,FDT38,OUT046,1335.5681226893657
3090,FDQ57,OUT018,2015.3204394380332
3091,FDE59,OUT027,1504.0403050893078
3092,NCM43,OUT046,2665.3254012027414
3093,DRI51,OUT049,2809.4565855277215
3094,NCG30,OUT017,2083.685400489244
3095,NCK54,OUT035,2036.9237481398695
3096,FDQ16,OUT019,281.9405931886979
3097,FDI36,OUT013,3222.655629124364
3098,FDX16,OUT027,3867.520082932791
3099,FDA34,OUT046,2910.2349571425902
3100,FDJ48,OUT018,3529.89876469465
3101,FDU47,OUT035,2177.2428859817064
3102,FDS39,OUT046,2097.428098089522
3103,FDD11,OUT046,3944.76269567149
3104,FDM16,OUT027,2054.2370480560307
3105,FDU56,OUT018,2843.026178710089
3106,FDQ32,OUT017,1975.9343914038088
3107,DRK35,OUT013,804.6347061618867
3108,FDA58,OUT049,3845.5853042379167
3109,DRG48,OUT019,379.7429972366697
3110,FDT59,OUT010,726.3389217548768
3111,FDQ31,OUT019,250.1660929731877
3112,FDS51,OUT018,997.9602910213296
3113,FDW32,OUT027,2353.0555123002814
3114,FDI15,OUT027,5895.39732024028
3115,NCV30,OUT017,1126.0789050066912
3116,DRG25,OUT049,3229.2330267608436
3117,FDT02,OUT013,808.1361242771306
3118,FDO33,OUT027,2934.2218898872043
3119,FDP38,OUT035,863.2968542320916
3120,FDZ45,OUT035,3305.0445550047166
3121,NCA54,OUT027,4928.439961563725
3122,FDU33,OUT017,805.3497241758196
3123,FDN58,OUT017,3846.5509909208868
3124,FDI05,OUT045,1177.8185862648181
3125,FDM57,OUT019,190.85059088655748
3126,NCS42,OUT027,2423.2153801080985
3127,FDB57,OUT045,3526.0573114737304
3128,FDC03,OUT045,3162.061498769588
3129,FDZ58,OUT013,1946.3823776220615
3130,NCK29,OUT045,2040.0349113621164
3131,NCR53,OUT045,3608.8831798719048
3132,FDE26,OUT027,3617.50596580167
3133,FDU52,OUT049,2499.8256467486863
3134,FDE41,OUT027,2322.26947672995
3135,FDU38,OUT018,2940.760438403495
3136,FDA52,OUT017,2912.145674504741
3137,FDW46,OUT046,1156.0255931895144
3138,DRI59,OUT035,3761.8162181366697
3139,FDT38,OUT035,1412.4516810854218
3140,FDL33,OUT018,2943.5478679414755
3141,FDQ01,OUT027,5895.911719581108
3142,FDJ08,OUT046,3228.1609966086608
3143,FDQ47,OUT049,813.5995886537412
3144,NCZ18,OUT013,3931.9546417088573
3145,FDE29,OUT017,1056.553251968968
3146,FDF10,OUT027,3618.0203651424977
3147,FDC48,OUT049,1336.6401528415488
3148,FDY58,OUT013,3730.726594563492
3149,NCX30,OUT010,764.2378106010588
3150,FDV11,OUT013,2899.413101996905
3151,FDT46,OUT046,816.5866074281573
3152,DRD01,OUT019,56.63783459818296
3153,FDQ11,OUT013,3930.4519802183213
3154,NCM41,OUT017,1505.688196362973
3155,NCC55,OUT013,807.0640941249476
3156,FDG45,OUT027,5350.092512323159
3157,NCQ54,OUT049,2809.4565855277215
3158,FDM34,OUT045,2054.1017769373907
3159,FDD17,OUT019,677.1346061616262
3160,FDN38,OUT027,5895.911719581108
3161,FDB53,OUT018,2185.700270192346
3162,NCL06,OUT035,4049.896785494876
3163,NCV18,OUT019,185.7672397758331
3164,FDX25,OUT013,3120.1625125809246
3165,FDB39,OUT046,864.040642574723
3166,FDC33,OUT049,3228.675395949488
3167,NCO14,OUT018,704.9120389829156
3168,FDA58,OUT027,5842.298734828573
3169,NCQ02,OUT017,3130.8780242573966
3170,NCR53,OUT017,3704.9279074810456
3171,FDN52,OUT046,1366.868557600525
3172,FDG26,OUT046,3946.779756502854
3173,FDE23,OUT027,1533.3468401788712
3174,DRI37,OUT013,1033.8862107915347
3175,DRH37,OUT018,2431.8667653606344
3176,FDO01,OUT035,2185.4045156906186
3177,FDK45,OUT049,1795.6442798027097
3178,FDP23,OUT049,3509.5002615427584
3179,FDM33,OUT035,3667.968337556675
3180,FDD36,OUT017,1958.1699194507164
3181,FDL56,OUT017,1336.0194100315077
3182,FDT27,OUT010,725.2583722231716
3183,FDG52,OUT017,808.3241851424755
3184,NCL42,OUT035,4066.1082858650825
3185,DRJ24,OUT046,3134.113563613105
3186,FDV38,OUT046,845.9780646284366
3187,FDT35,OUT045,2771.7405041773973
3188,FDY51,OUT045,3517.884869379459
3189,FDC37,OUT017,1624.4211753200248
3190,NCP43,OUT013,3103.1829853800396
3191,FDO33,OUT045,1771.2814720177098
3192,FDW04,OUT018,1871.4696435134401
3193,NCC31,OUT046,2500.8976769008696
3194,FDK22,OUT049,3515.0061826816063
3195,FDJ50,OUT017,856.8502504412243
3196,FDV13,OUT017,1439.0661422434946
3197,DRL60,OUT017,2504.8378245504955
3198,FDW03,OUT017,1619.4296535220046
3199,FDY27,OUT035,3047.6165819083326
3200,FDB39,OUT027,1715.2946329000897
3201,FDU59,OUT045,2621.054169265573
3202,FDZ57,OUT049,2095.3985479079033
3203,FDO21,OUT049,3672.3246496947822
3204,FDS43,OUT018,2941.832468555678
3205,FDU28,OUT010,551.0799251010119
3206,FDC51,OUT010,323.60729678194525
3207,FDW16,OUT010,243.41562579194306
3208,FDP32,OUT010,332.59808802545604
3209,FDB60,OUT019,548.1841878124847
3210,NCQ30,OUT046,1954.2297718010905
3211,FDD26,OUT049,3129.869106103899
3212,FDI44,OUT045,1176.2240954615775
3213,DRH23,OUT046,969.212788953022
3214,FDO44,OUT046,1737.8406748476407
3215,FDG04,OUT046,3229.2330267608436
3216,FDM32,OUT027,2506.5633339386113
3217,FDM09,OUT013,2798.6347303820367
3218,FDZ47,OUT013,1613.1480328321977
3219,FDM40,OUT027,3368.7456455944807
3220,FDY48,OUT017,1624.4211753200248
3221,NCM30,OUT045,782.5650593361527
3222,FDX36,OUT010,641.4126282702805
3223,DRF03,OUT017,809.3962152946585
3224,FDN51,OUT049,3945.2770950123177
3225,FDM57,OUT049,1336.0825220301936
3226,FDB35,OUT049,1502.6622173781118
3227,FDY13,OUT027,2204.896295177419
3228,FDA37,OUT017,2091.2889447903785
3229,NCX53,OUT017,2103.3853065705116
3230,FDD59,OUT018,1197.869971634304
3231,FDX10,OUT019,9.183799451617233
3232,FDC03,OUT018,2945.843789514219
3233,FDW43,OUT035,3764.3476783088618
3234,FDW10,OUT046,2911.1799878217707
3235,FDY14,OUT027,5895.39732024028
3236,FDV43,OUT045,782.5650593361527
3237,FDO40,OUT013,2494.122312874024
3238,FDP46,OUT027,2490.351833568405
3239,NCE43,OUT019,465.20870779330744
3240,FDD05,OUT035,2049.7416607226537
3241,FDJ60,OUT010,442.78865430165524
3242,DRE27,OUT018,1318.458558615168
3243,FDO11,OUT035,4061.1167640670624
3244,DRG11,OUT027,2788.664116230525
3245,FDK33,OUT010,613.8367517922611
3246,DRM23,OUT045,2766.657153066673
3247,FDJ02,OUT027,3634.231865512704
3248,NCZ05,OUT045,1594.1011590540352
3249,NCL30,OUT013,2083.547894080563
3250,FDZ19,OUT018,2680.2228377277997
3251,FDM45,OUT049,1957.161001297219
3252,FDO36,OUT046,3011.1003922258888
3253,NCK31,OUT045,815.1600491852209
3254,DRJ37,OUT045,2463.604165578669
3255,FDP24,OUT018,1721.1709052829203
3256,FDF46,OUT013,1934.8344615818266
3257,FDX46,OUT019,61.245429070716455
3258,NCL18,OUT045,3156.9781476588637
3259,FDJ26,OUT013,3504.1843275359215
3260,FDJ07,OUT045,1914.0869599227613
3261,FDY15,OUT013,2493.5646820626685
3262,DRG01,OUT045,1158.4713223516965
3263,FDF58,OUT045,1123.6337060610483
3264,FDZ14,OUT019,331.8574123600554
3265,FDP31,OUT049,1156.0255931895144
3266,FDH45,OUT013,807.5784934657754
3267,FDA09,OUT010,488.56890631091096
3268,FDW31,OUT035,3399.1495445369037
3269,FDA57,OUT046,816.5866074281573
3270,NCE55,OUT035,2988.063546217827
3271,FDC17,OUT019,616.0243656144585
3272,FDC59,OUT013,1136.1026285481798
3273,FDA22,OUT013,2792.614409902361
3274,FDK52,OUT035,3747.6217785978274
3275,NCM26,OUT046,2502.3694763769895
3276,NCT53,OUT035,2846.043581724053
3277,FDW45,OUT018,2185.700270192346
3278,NCI18,OUT035,3721.490079469135
3279,FDE38,OUT018,2434.654194898615
3280,FDF08,OUT019,250.1660929731877
3281,FDY58,OUT010,631.4144536164463
3282,FDF58,OUT019,78.4228417538784
3283,FDX39,OUT017,3512.882778381029
3284,FDB44,OUT049,3511.5173223741226
3285,FDF28,OUT013,2085.1343235735735
3286,FDE39,OUT013,1943.9655474667609
3287,FDT37,OUT018,3530.9707948468326
3288,FDZ45,OUT017,3305.9913737719553
3289,FDO40,OUT035,2596.4095658224333
3290,FDM57,OUT027,2322.26947672995
3291,DRG36,OUT017,2911.631275163913
3292,FDY36,OUT010,54.32071054022799
3293,DRL60,OUT027,3919.538497731007
3294,FDS25,OUT019,287.0239442994223
3295,DRF49,OUT027,2807.632626042853
3296,FDP16,OUT045,3875.5969075530575
3297,FDS60,OUT049,3115.464270545733
3298,FDU15,OUT027,1549.5583405490777
3299,FDK43,OUT046,2099.3863207589056
3300,FDN25,OUT046,1001.4997044227148
3301,FDE53,OUT049,1623.9698879778828
3302,FDB22,OUT013,2489.561422414357
3303,FDE39,OUT017,1954.6810591432325
3304,FDX35,OUT035,3803.674157485089
3305,NCG54,OUT049,2808.3845553755386
3306,FDH27,OUT035,2320.3313745099126
3307,NCK42,OUT013,3501.253098039793
3308,FDS25,OUT049,1734.8662138809846
3309,FDI10,OUT018,2682.5187593005435
3310,FDU35,OUT035,1694.275495082908
3311,FDI04,OUT017,3306.5057731127836
3312,DRK23,OUT035,4044.390864356028
3313,FDB53,OUT019,406.2742961995341
3314,FDY02,OUT049,3946.2221256914986
3315,FDM60,OUT035,817.1362658502505
3316,NCJ31,OUT010,771.5932357551922
3317,DRP35,OUT017,2092.2463449256707
3318,NCQ30,OUT018,1743.352467737532
3319,DRL11,OUT010,421.4577425804141
3320,FDU01,OUT013,3120.6769119217524
3321,FDR39,OUT035,3189.2587379582424
3322,FDO08,OUT046,2666.7848312227497
3323,FDC02,OUT045,3874.524877400874
3324,NCZ29,OUT035,2170.6956768109485
3325,FDF29,OUT010,354.5939156794675
3326,FDZ23,OUT017,3229.126683291631
3327,NCU53,OUT018,2434.654194898615
3328,NCW30,OUT013,3933.02667186104
3329,NCM26,OUT027,4012.9220301548494
3330,FDV50,OUT027,3159.4117213847617
3331,FDW15,OUT049,2245.434014930804
3332,FDI35,OUT027,4941.385367101882
3333,FDO11,OUT017,3942.239522046976
3334,FDN48,OUT046,1504.164878868648
3335,NCA17,OUT049,2504.3865372083533
3336,NCN54,OUT013,1326.375928507219
3337,FDP22,OUT013,807.5784934657754
3338,NCB54,OUT035,2170.6956768109485
3339,FDD08,OUT045,780.148229180852
3340,DRM48,OUT010,-7.087742499820251
3341,FDG41,OUT027,2808.1470253836806
3342,FDE44,OUT027,1502.9808327448852
3343,FDE26,OUT035,2323.8202348173963
3344,NCS38,OUT013,1787.397116299744
3345,NCJ54,OUT018,3361.9527037319176
3346,FDI40,OUT019,275.8472649548453
3347,FDN45,OUT018,3291.7001050358667
3348,FDU43,OUT046,3920.3650033937984
3349,FDI04,OUT010,551.0799251010119
3350,NCC07,OUT018,1405.4536271308439
3351,NCC07,OUT019,271.83594399630397
3352,NCD18,OUT045,3724.1455195013805
3353,FDU55,OUT035,4066.1082858650825
3354,FDX59,OUT035,817.6813388538455
3355,FDR52,OUT049,3228.675395949488
3356,NCP17,OUT013,1116.4354234824027
3357,FDQ32,OUT045,1944.5861718632675
3358,NCT17,OUT049,3229.2330267608436
3359,FDO10,OUT049,1005.0011225379587
3360,FDE32,OUT049,815.5145772759743
3361,FDN44,OUT045,2469.4643965850014
3362,FDH02,OUT035,1431.234030611914
3363,FDK60,OUT013,1613.1480328321977
3364,FDS24,OUT019,221.63662645688896
3365,FDL03,OUT010,569.4626958386548
3366,FDB46,OUT027,5350.6069116639865
3367,FDO48,OUT049,3629.9814501958836
3368,FDZ39,OUT049,1622.4672264873466
3369,FDT02,OUT027,1452.5838756086207
3370,FDC50,OUT013,1493.9006545343184
3371,FDP39,OUT035,848.1448262063079
3372,DRG15,OUT018,932.666388527929
3373,FDP10,OUT018,1404.381596978661
3374,FDF53,OUT027,4912.742860534345
3375,FDN34,OUT045,2773.7575650087615
3376,FDK02,OUT045,1916.9362604788898
3377,FDC23,OUT045,2870.5246156650883
3378,FDJ10,OUT019,358.20219430763336
3379,FDE53,OUT035,1813.9842846329395
3380,FDR25,OUT035,4050.411184835704
3381,FDW50,OUT046,2666.2704318819224
3382,FDS09,OUT049,846.4924639692645
3383,FDW49,OUT010,483.4855552001866
3384,FDU51,OUT046,3008.5257005831695
3385,FDF28,OUT018,1864.4918030043289
3386,NCY30,OUT018,2751.33005364997
3387,FDD44,OUT045,3876.119368204115
3388,FDX09,OUT017,2911.631275163913
3389,NCF30,OUT013,2083.547894080563
3390,FDZ50,OUT019,539.9679559671695
3391,FDW37,OUT013,1427.836231226195
3392,FDD11,OUT049,3944.76269567149
3393,DRH39,OUT018,1049.6085118663912
3394,FDA36,OUT049,3126.9378766077707
3395,NCG43,OUT049,1504.164878868648
3396,FDF02,OUT035,1670.9892804730202
3397,FDP57,OUT027,2663.8976732721762
3398,NCE42,OUT017,3847.1086217322418
3399,NCR38,OUT027,5866.6051844915455
3400,FDP03,OUT019,349.68214445382705
3401,FDO51,OUT035,830.9183782573962
3402,NCQ42,OUT046,2094.8841485670755
3403,NCM41,OUT046,1505.2369090208313
3404,FDH48,OUT027,2321.7550773891226
3405,DRF60,OUT046,3877.760198030156
3406,FDJ27,OUT035,1698.2787547312196
3407,FDQ14,OUT013,2493.0502827218406
3408,FDN27,OUT017,1956.1528586193524
3409,NCQ02,OUT046,3229.2330267608436
3410,FDJ33,OUT049,2083.7485124879295
3411,FDP07,OUT027,5025.997217408628
3412,DRE01,OUT049,3950.466583200704
3413,FDU36,OUT045,1594.1011590540352
3414,FDL28,OUT017,3740.8844754286083
3415,NCX53,OUT046,2102.93401922837
3416,FDZ39,OUT013,1612.2030021530168
3417,NCP42,OUT013,3218.968802426514
3418,FDJ14,OUT035,1412.9660804262494
3419,FDK04,OUT049,859.4797521150563
3420,NCC19,OUT017,3229.8822804933525
3421,FDS09,OUT018,729.9314266349757
3422,FDZ02,OUT046,1620.9954270112266
3423,FDD35,OUT018,1743.438946303473
3424,NCY42,OUT017,2244.971133608182
3425,FDB05,OUT045,3871.0360170933905
3426,FDF20,OUT035,3321.256055374923
3427,NCO41,OUT018,1405.4536271308439
3428,FDC40,OUT027,2322.26947672995
3429,FDV58,OUT045,3166.305956278794
3430,FDZ57,OUT045,2060.2571582002984
3431,DRM35,OUT046,3023.8002462800173
3432,DRN36,OUT018,1309.1307499952377
3433,FDQ13,OUT046,1336.6401528415488
3434,DRO35,OUT010,329.1443320248525
3435,NCD43,OUT035,1715.992916591962
3436,FDA51,OUT018,1609.3864321205651
3437,NCX17,OUT027,5810.123841036334
3438,NCZ17,OUT049,815.5145772759743
3439,FDR11,OUT027,4002.0131299796203
3440,FDW34,OUT049,3946.779756502854
3441,FDN50,OUT017,1506.2025957038009
3442,FDS09,OUT046,816.0289766168021
3443,FDS48,OUT018,2268.9108405348825
3444,FDL44,OUT049,2667.342462034105
3445,DRF48,OUT018,2943.5478679414755
3446,FDA14,OUT018,2185.700270192346
3447,NCD30,OUT049,1511.7561420440256
3448,FDI16,OUT017,839.3020718357657
3449,NCG06,OUT035,4066.1082858650825
3450,DRZ24,OUT035,2030.0413000449635
3451,NCS17,OUT045,1478.8570404044672
3452,FDB37,OUT045,3880.6802586637814
3453,FDE10,OUT035,2167.7212158442926
3454,FDC57,OUT045,3162.061498769588
3455,FDM12,OUT018,2945.843789514219
3456,FDE24,OUT049,2101.8619890761865
3457,FDW22,OUT045,3526.0573114737304
3458,DRD01,OUT027,1625.8438345447337
3459,NCZ18,OUT027,5895.39732024028
3460,FDN49,OUT045,788.7078827912999
3461,FDR22,OUT035,1794.2837759929469
3462,FDV08,OUT019,5.172478493075687
3463,FDY39,OUT046,3124.363184965051
3464,FDV36,OUT049,2084.306143299285
3465,FDO60,OUT045,783.6370894883357
3466,FDU04,OUT027,3175.623221754968
3467,FDR20,OUT027,1548.498868204655
3468,FDW19,OUT019,287.0239442994223
3469,FDU40,OUT049,3229.2330267608436
3470,FDK15,OUT045,1595.572958530155
3471,DRF15,OUT035,2596.4095658224333
3472,FDQ25,OUT017,2913.2177046569236
3473,FDI48,OUT019,39.64728680407961
3474,FDS49,OUT046,1201.5319339257583
3475,FDV22,OUT046,2509.6891374033307
3476,NCV42,OUT046,1735.4238446923398
3477,FDX26,OUT046,3129.3547067630716
3478,FDI33,OUT018,1243.0663266871143
3479,FDZ14,OUT049,1953.672140989735
3480,FDG10,OUT013,948.344981984156
3481,FDM38,OUT018,732.7188561729563
3482,FDG26,OUT027,5911.608820610487
3483,FDH46,OUT035,1713.0184556253062
3484,FDN13,OUT018,1414.4894230539394
3485,FDU57,OUT035,2577.2236044855704
3486,NCI06,OUT046,3025.8173071113815
3487,FDM38,OUT045,814.6230374918557
3488,NCG42,OUT010,340.38866375526595
3489,FDL39,OUT045,3060.1340171460492
3490,FDT31,OUT019,549.2562179646677
3491,FDV59,OUT013,3501.6528673637295
3492,FDB49,OUT035,1713.0184556253062
3493,FDD58,OUT049,1624.1678543682492
3494,DRN59,OUT046,816.5740496203971
3495,FDX48,OUT049,2504.900936549181
3496,FDQ11,OUT049,3940.716204552651
3497,FDY12,OUT049,846.4924639692645
3498,FDQ11,OUT045,3874.102307372751
3499,DRI11,OUT017,1939.846085729084
3500,FDY32,OUT027,4235.596022805506
3501,FDS51,OUT045,1044.0138134523422
3502,FDR19,OUT010,379.0740094148621
3503,DRB13,OUT018,2949.703249204383
3504,FDS21,OUT035,1219.2370757716399
3505,FDQ40,OUT045,2877.625027607177
3506,NCE55,OUT013,2900.9157634874414
3507,FDX43,OUT027,4235.596022805506
3508,FDS12,OUT049,2093.812118414892
3509,DRK01,OUT027,2490.351833568405
3510,FDN25,OUT017,853.8632316668081
3511,FDB60,OUT046,3235.752259784038
3512,FDQ13,OUT017,1337.0914401836908
3513,DRK13,OUT045,3166.305956278794
3514,DRF25,OUT018,704.9120389829156
3515,NCD42,OUT019,5.172478493075687
3516,FDW25,OUT045,1307.843454069884
3517,NCV29,OUT027,4778.976818497913
3518,NCK42,OUT035,3603.5403509882017
3519,DRJ13,OUT027,4003.5157914701567
3520,DRD15,OUT017,3846.0365915800585
3521,FDM27,OUT045,2466.670455858029
3522,FDZ50,OUT018,2847.03749966863
3523,FDC04,OUT046,3946.779756502854
3524,FDF50,OUT049,3225.74416645336
3525,FDP15,OUT045,3872.5078165695104
3526,FDK46,OUT035,4021.1046497461407
3527,FDZ56,OUT018,2585.0690736473416
3528,FDY60,OUT049,2248.523105914351
3529,FDB10,OUT035,3981.949257174361
3530,FDR57,OUT045,2466.2706865340924
3531,FDU58,OUT049,3127.452275948598
3532,FDH02,OUT046,1435.1259945938687
3533,FDP48,OUT013,3117.1880516142683
3534,FDI46,OUT035,4049.896785494876
3535,FDW56,OUT013,3214.4079119668468
3536,NCM19,OUT010,280.1185173921433
3537,FDS50,OUT027,5427.243138954355
3538,FDK24,OUT013,807.0640941249476
3539,FDO36,OUT017,3114.843527735692
3540,FDK45,OUT027,3142.466145576372
3541,NCL05,OUT045,783.6370894883357
3542,FDL32,OUT018,1583.1564007455768
3543,FDA28,OUT049,2094.32651775572
3544,FDY36,OUT018,1031.8557387565102
3545,FDP32,OUT018,1861.123851279402
3546,FDL50,OUT046,2084.8205426401123
3547,DRC24,OUT049,2504.3865372083533
3548,NCS18,OUT017,1722.412543361002
3549,FDD16,OUT017,1203.0552514200833
3550,NCV18,OUT013,1321.8150380475522
3551,FDX07,OUT046,3130.9411362560822
3552,NCZ05,OUT027,2692.6898090209115
3553,NCI31,OUT013,808.1235664693704
3554,FDK14,OUT049,1333.1512925340649
3555,NCR06,OUT045,783.6370894883357
3556,NCF54,OUT049,2911.1799878217707
3557,DRG23,OUT010,425.03050862140594
3558,FDD53,OUT046,816.5866074281573
3559,NCM31,OUT027,3395.520720511852
3560,FDT16,OUT017,3946.673413033641
3561,FDR40,OUT035,1429.177580796456
3562,DRG25,OUT017,3130.8780242573966
3563,FDT10,OUT035,1108.140345579484
3564,FDY32,OUT013,2652.517347240109
3565,FDN50,OUT035,1501.859344379704
3566,FDZ35,OUT019,287.0271211823067
3567,NCP54,OUT045,1918.0082906310727
3568,NCD07,OUT035,1814.7242332436967
